3017,152,1297
1833,152,152
1872,152,152
4086,152,2288
2177,152,152
1948,152,152
2025,152,229
1910,152,152
1910,152,76
2025,152,229
2216,305,229
3742,305,839
4924,305,1450
2940,152,1145
2025,152,229
1986,152,305
1833,152,229
1910,152,152
2139,458,458
2063,152,381
1986,152,229
2101,152,152
1872,152,152
2063,152,76
2063,152,305
1795,152,229
2216,152,305
1833,152,152
2139,152,229
1872,152,305
2749,305,381
2292,305,381
1986,152,229
1833,152,229
2216,305,305
1833,152,229
2330,152,458
4124,152,1908
4124,152,1755
4352,305,1831
3513,152,1145
5418,76,2670
5495,305,2363
5495,152,3051
5571,152,2517
3475,152,992
4810,76,2364
5342,76,2213
5306,76,2364
5647,305,2441
6487,305,3202
5800,76,2440
5647,76,2593
5418,76,2670
5876,305,2517
4846,152,2441
5342,152,2670
5495,152,2517
5342,152,2441
5077,152,2593
5227,305,2134
5304,76,2670
6639,305,2973
5302,305,2212
5151,305,2592
5609,305,2593
5724,305,3127
5917,305,2822
6639,381,3507
6296,0,3126
6449,76,3507
5151,76,2518
4810,76,2136
5304,76,2593
5459,76,2441
5268,76,2975
5039,76,2670
5533,76,2364
5609,76,2517
6830,305,2592
3475,76,1296
4886,76,2213
5304,76,2593
5456,0,2593
5495,0,3204
4810,0,2212
5227,0,2593
5382,76,2441
4123,152,2365
5077,76,2364
5304,76,2593
5533,76,2517
5380,152,2441
4733,152,2136
5418,152,2288
5688,152,2364
5189,152,2442
5647,152,2670
4922,152,2440
5418,152,2593
5533,152,2517
5418,76,2441
5037,76,2441
5533,152,2668
5571,76,2441
5380,152,2441
5151,152,2288
5456,76,2363
5304,76,2517
5876,610,2441
5685,305,2670
5001,76,2364
5647,152,2593
5762,76,2592
5647,76,2593
4886,152,2364
7097,839,2822
5762,152,2517
5418,76,2517
5115,152,2517
5495,305,1984
6525,305,2746
5535,381,2365
6716,76,3736
5838,76,3356
5342,76,2593
5418,0,2670
5573,152,2364
4924,152,2365
6487,305,2821
5418,76,2517
6563,152,2668
5191,76,2442
5497,152,2517
6258,305,2973
5266,76,2593
4924,152,2594
5039,152,2288
5456,152,2593
5609,76,2364
4810,76,2136
5075,152,2517
5647,305,2517
5342,76,2593
3588,152,1297
